,Unnamed: 0,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,X,Y,datetime,day,hour,geometry,SDoT_pop,count_따릉이,학교_초,학교_중,학교_고,학교_대,따릉이_대여소수,pubs,speedbump,busstop,subway,bus,temp,humidity,dust
155,155,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,32세,경상,화물,남,38세,상해없음,187461.11932081,447941.1126643,2021-05-19 08:00:00,2,8,POINT (943288.9999999551 1948145.9999999127),176.5,0,0,0,0,0,0,6,44,4,2,102,15.0,80.0,23.0
156,156,경상사고,0,0,1,1,차대차 - 측면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,20세,부상신고,원동기,남,48세,경상,210072.5422579,445563.32221554,2021-05-19 23:00:00,2,23,POINT (965878.999999961 1945648.9999999276),11.5,0,1,0,0,0,0,9,18,5,5,58,19.1,67.0,35.0
157,157,경상사고,0,0,1,1,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,34세,경상,승용,남,34세,부상신고,192125.84847844,451710.34091613,2021-05-20 18:00:00,3,18,POINT (947971.9999999666 1951888.9999999146),47.0,0,0,1,0,0,3,1,0,7,3,102,20.3,52.0,0.0
158,158,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,81세,경상,승용,남,37세,상해없음,190818.82970754,453688.14148254,2021-05-21 16:00:00,4,16,POINT (946675.9999999651 1953872.9999999083),33.5,0,2,0,0,0,2,5,30,3,5,78,15.8,97.0,12.0
159,159,경상사고,0,0,2,0,차대차 - 기타,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),남,31세,경상,개인형이동수단(PM),여,15세,경상,203746.943066,446143.95210618,2021-05-21 23:00:00,4,23,POINT (959558.9999999565 1946262.9999999152),13.5,0,0,0,0,0,2,9,172,2,6,53,15.7,95.0,7.0
160,160,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,77세,부상신고,승용,남,61세,상해없음,189106.62323107,445139.7980094,2021-05-22 14:00:00,5,14,POINT (944918.9999999583 1945336.9999999085),164.5,0,0,1,0,0,0,6,21,7,1,72,26.5,42.0,24.0
161,161,부상신고사고,0,0,0,2,차대차 - 측면충돌,안전운전불이행,-,흐림,교차로 - 교차로부근,개인형이동수단(PM),남,29세,부상신고,화물,여,74세,상해없음,198300.08805836,451360.04201227,2021-05-23 19:00:00,6,19,POINT (954141.9999999634 1951505.9999999173),10.5,0,0,0,0,0,7,13,10,8,9,145,23.1,43.0,12.0
162,162,부상신고사고,0,0,0,1,차대차 - 측면충돌,중앙선침범,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,65세,부상신고,승합,남,44세,상해없음,193999.81393397,457113.38030116,2021-05-24 13:00:00,0,13,POINT (949873.9999999632 1957279.9999999148),71.0,0,0,0,0,0,1,5,26,5,3,83,25.2,39.0,52.0
163,163,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,31세,경상,승용,남,61세,상해없음,204347.32134952,442162.56971461,2021-05-25 15:00:00,1,15,POINT (960137.9999999548 1942279.9999999197),19.0,0,1,0,0,0,0,1,3,8,1,90,18.6,61.0,24.0
164,164,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,40세,경상,승용,여,52세,상해없음,202805.49161442,459506.20483774,2021-05-25 17:00:00,1,17,POINT (958688.9999999687 1959624.9999999246),184.0,0,0,0,0,0,3,3,0,13,1,134,21.9,47.0,18.0
165,165,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,32세,경상,승용,여,42세,상해없음,204593.18933547,446160.45409436,2021-05-27 10:00:00,3,10,POINT (960404.999999955 1946274.9999999178),17.5,0,0,0,0,0,1,3,138,4,7,61,14.8,100.0,3.0
166,166,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,29세,상해없음,보행자,남,60세,경상,199390.94176418,443186.66029518,2021-05-27 21:00:00,3,21,POINT (955188.9999999626 1943329.9999999215),104.0,0,0,0,0,0,3,11,0,15,2,100,16.5,77.0,56.0
167,167,중상사고,0,1,0,0,차대사람 - 기타,신호위반,-,맑음,단일로 - 기타,개인형이동수단(PM),남,25세,상해없음,보행자,남,63세,중상,202018.95208286,444508.13090947,2021-05-28 22:00:00,4,22,POINT (957822.9999999568 1944636.9999999248),26.0,0,1,1,0,0,4,12,0,9,5,137,15.7,91.0,36.0
168,168,경상사고,0,0,1,0,차대차 - 측면충돌,기타,-,흐림,기타 - 기타,개인형이동수단(PM),남,24세,상해없음,자전거,남,50세,경상,206936.51016954,453422.79028359,2021-05-31 10:00:00,0,10,POINT (962785.9999999622 1953521.9999999246),20.0,0,0,0,0,0,2,0,0,5,1,87,18.3,85.0,26.0
169,169,경상사고,0,0,1,0,차대차 - 측면충돌,기타,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,30세,경상,승용,여,39세,상해없음,203406.28851496,445488.88451745,2021-05-31 10:00:00,0,10,POINT (959214.9999999629 1945609.999999917),18.0,0,0,0,0,0,1,24,114,5,8,67,18.2,95.0,20.0
170,170,경상사고,0,0,1,0,차대차 - 측면충돌,기타,-,흐림,교차로 - 교차로안,개인형이동수단(PM),남,26세,경상,승용,남,57세,상해없음,202180.87429209,445664.4445652,2021-05-31 23:00:00,0,23,POINT (957990.9999999568 1945791.9999999215),9.5,0,0,0,0,0,1,28,22,8,5,71,20.2,82.0,36.0
171,171,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,29세,상해없음,자전거,여,39세,경상,204356.34621499,449312.44040253,2021-06-02 09:00:00,2,9,POINT (960184.9999999595 1949426.9999999166),24.0,0,0,0,0,0,2,18,0,5,3,78,20.5,91.0,54.0
172,172,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,51세,경상,승용,남,52세,상해없음,204294.85069524,445072.4397653,2021-06-03 10:00:00,3,10,POINT (960100.999999958 1945188.9999999239),16.5,0,0,0,0,0,1,14,24,5,5,67,23.1,63.0,9.0
173,173,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,15세,상해없음,보행자,여,38세,중상,202051.95105077,447146.34110897,2021-06-04 15:00:00,4,15,POINT (957869.9999999627 1947273.9999999166),24.5,0,1,2,8,0,2,16,69,5,2,51,24.2,37.0,15.0
174,174,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,34세,중상,승용,남,76세,상해없음,209467.05313505,445044.89857139,2021-06-04 17:00:00,4,17,POINT (965270.9999999574 1945133.9999999194),26.0,0,0,0,0,0,0,29,15,6,5,58,25.6,33.0,12.0
175,175,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,46세,상해없음,보행자,여,55세,중상,193018.23136461,455461.52206483,2021-06-04 22:00:00,4,22,POINT (948883.9999999675 1955633.9999999148),47.0,0,0,0,0,0,3,8,92,7,2,114,20.3,57.0,20.0
176,176,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,15세,상해없음,승용,남,57세,경상,206474.76040383,462167.8075565,2021-06-05 00:00:00,5,0,POINT (962370.9999999743 1962265.9999999255),51.5,0,2,1,8,0,2,70,2,15,2,96,20.1,61.0,28.0
177,177,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),여,15세,상해없음,보행자,남,26세,경상,209321.39964466,445345.24520492,2021-06-05 17:00:00,5,17,POINT (965126.999999955 1945434.999999929),24.5,0,0,0,0,0,4,42,8,4,6,70,26.8,41.0,46.0
178,178,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,-,맑음,단일로 - 기타,개인형이동수단(PM),남,33세,상해없음,이륜,남,41세,경상,202751.99873722,451891.92619719,2021-06-07 12:00:00,0,12,POINT (958594.9999999619 1952013.9999999215),239.0,0,0,0,0,0,0,25,0,5,4,112,20.125,58.0,20.166666666666664
179,179,경상사고,0,0,1,0,차대사람 - 횡단중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),남,18세,상해없음,보행자,여,35세,경상,202491.9239573,443983.43654367,2021-06-07 19:00:00,0,19,POINT (958292.9999999568 1944109.9999999132),36.5,0,0,0,0,0,2,55,6,24,3,134,25.0,55.0,34.0
180,180,부상신고사고,0,0,0,1,차대사람 - 보도통행중,기타,-,맑음,기타 - 기타,개인형이동수단(PM),남,25세,상해없음,보행자,남,29세,부상신고,196250.99092256,442194.60709949,2021-06-07 22:00:00,0,22,POINT (952044.9999999531 1942354.999999915),289.0,0,0,1,0,0,6,30,37,12,2,77,20.125,58.0,20.166666666666664
181,181,부상신고사고,0,0,0,1,차대사람 - 기타,기타,-,맑음,기타 - 기타,개인형이동수단(PM),남,77세,상해없음,보행자,남,80세,부상신고,207666.42844977,455935.67492397,2021-06-08 11:00:00,1,11,POINT (963528.9999999641 1956029.9999999236),14.25,0,0,0,4,0,0,2,0,7,4,80,20.125,58.0,20.166666666666664
182,182,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),여,23세,상해없음,보행자,여,46세,중상,203331.68465049,451053.6792022,2021-06-09 08:00:00,2,8,POINT (959169.9999999685 1951172.999999922),37.5,0,0,1,0,0,3,85,0,16,7,140,22.3,69.0,9.0
183,183,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,29세,상해없음,보행자,남,31세,경상,201843.64893056,446434.95540421,2021-06-09 22:00:00,2,22,POINT (957657.9999999643 1946563.9999999192),20.0,0,0,0,0,0,2,62,18,7,3,68,20.125,58.0,20.166666666666664
184,184,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,37세,상해없음,이륜,남,47세,중상,194184.35539578,450446.80399732,2021-06-09 23:00:00,2,23,POINT (950022.9999999587 1950614.999999914),19.0,0,0,0,0,0,2,2,0,24,8,153,25.3,60.0,36.0
185,185,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,기타 - 기타,개인형이동수단(PM),여,32세,상해없음,보행자,여,25세,경상,202173.04891911,445066.16822179,2021-06-11 17:00:00,4,17,POINT (957979.9999999614 1945193.9999999194),23.5,0,0,0,0,0,2,118,32,6,6,106,26.2,67.0,18.0
186,186,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,14세,상해없음,보행자,여,58세,경상,207552.62755274,445545.93059832,2021-06-11 18:00:00,4,18,POINT (963359.999999965 1945644.9999999206),38.5,0,1,0,0,0,2,42,33,2,3,42,25.6,69.0,19.0
187,187,부상신고사고,0,0,0,1,차량단독 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,31세,부상신고,,,,,206815.85250833,445071.82872809,2021-06-11 23:00:00,4,23,POINT (962620.9999999593 1945174.9999999227),14.0,0,0,0,0,0,2,14,21,3,3,46,20.0,100.0,31.0
188,188,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,24세,상해없음,보행자,여,79세,중상,193328.33886856,442859.34793056,2021-06-13 13:00:00,6,13,POINT (949126.9999999561 1943034.9999999162),99.0,0,0,0,0,0,3,138,14,10,1,91,32.7,48.0,35.0
189,189,경상사고,0,0,1,0,차대차 - 기타,직진우회전진행방해,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,43세,경상,승용,여,42세,상해없음,205741.04135067,451541.68458662,2021-06-13 16:00:00,6,16,POINT (961580.999999966 1951647.9999999227),21.5,0,0,0,0,0,0,41,0,7,1,51,29.3,58.0,19.0
190,190,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,-,흐림,단일로 - 기타,개인형이동수단(PM),남,49세,경상,,,,,206265.71399154,455965.23084536,2021-06-14 00:00:00,0,0,POINT (962128.9999999654 1956066.9999999206),163.0,0,0,0,0,0,1,0,0,5,2,69,20.125,58.0,20.166666666666664
191,191,경상사고,0,0,1,0,차대사람 - 기타,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),남,24세,상해없음,보행자,남,39세,경상,207025.09011432,458205.16403445,2021-06-14 11:00:00,0,11,POINT (962899.9999999696 1958301.9999999292),330.5,0,0,0,0,0,0,22,1,10,4,115,28.2,53.0,16.0
192,192,경상사고,0,0,1,1,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,30세,부상신고,자전거,여,52세,경상,206302.66600614,454473.83542026,2021-06-14 18:00:00,0,18,POINT (962157.9999999668 1954575.9999999243),168.0,0,0,0,0,0,0,0,0,6,2,77,27.6,64.0,83.0
193,193,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,17세,부상신고,승용,남,38세,상해없음,202200.77565199,442671.37567935,2021-06-16 16:00:00,2,16,POINT (957994.9999999552 1942799.9999999227),133.0,0,1,0,0,0,1,3,0,7,3,96,31.4,39.0,0.0
194,194,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,33세,기타불명,보행자,남,35세,경상,201778.54998379,446260.54118911,2021-06-16 22:00:00,2,22,POINT (957591.9999999632 1946389.9999999215),35.0,0,0,0,0,0,2,62,18,7,3,60,23.6,62.0,3.0
195,195,경상사고,0,0,2,0,차대차 - 정면충돌,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),여,35세,상해없음,자전거,남,56세,경상,206882.31361286,451011.54319053,2021-06-19 17:00:00,5,17,POINT (962718.9999999615 1951111.9999999283),28.0,0,1,1,3,0,4,68,28,11,3,88,28.5,48.0,49.0
196,196,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,54세,중상,,,,,208768.28996877,440803.49268874,2021-06-21 20:00:00,0,20,POINT (964549.9999999601 1940897.9999999222),38.0,0,0,0,0,0,1,4,5,13,0,59,24.8,54.0,16.0
197,197,경상사고,0,0,1,0,차대차 - 기타,직진우회전진행방해,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,18세,상해없음,이륜,남,21세,경상,201733.57774617,460724.97286635,2021-06-21 22:00:00,0,22,POINT (957623.9999999753 1960848.9999999232),133.0,0,0,0,0,0,1,7,0,6,2,110,26.1,50.0,12.0
198,198,중상사고,0,1,0,0,차대사람 - 보도통행중,신호위반,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,26세,상해없음,보행자,여,42세,중상,193444.24092189,451543.28872005,2021-06-22 10:00:00,1,10,POINT (949288.9999999591 1951714.9999999162),37.0,0,1,0,0,0,2,55,0,9,4,109,24.0,65.0,9.0
199,199,경상사고,0,0,1,1,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,24세,부상신고,보행자,남,24세,경상,198030.0870521,442871.31307523,2021-06-23 04:00:00,2,4,POINT (953826.9999999614 1943021.9999999094),224.5,0,1,0,0,0,1,12,0,11,4,97,21.6,72.0,3.0
200,200,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,28세,경상,승용,남,53세,상해없음,207676.88925275,445129.42468106,2021-06-23 19:00:00,2,19,POINT (963481.9999999601 1945227.9999999243),36.0,0,1,0,0,0,2,42,33,2,3,50,25.8,65.0,29.0
201,201,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,22세,경상,승용,남,34세,상해없음,202757.63423221,443492.65454501,2021-06-24 07:00:00,3,7,POINT (958555.9999999623 1943617.999999915),16.0,0,0,0,0,0,1,20,48,12,4,131,20.3,97.0,19.0
202,202,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,41세,경상,승합,남,47세,상해없음,202352.3786731,446899.8406038,2021-06-24 22:00:00,3,22,POINT (958168.9999999609 1947025.9999999146),55.0,0,0,0,0,0,1,46,94,7,3,57,22.2,86.0,53.0
203,203,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,50세,상해없음,이륜,남,41세,중상,196778.27356647,441991.32736508,2021-06-25 14:00:00,4,14,POINT (952570.9999999534 1942148.9999999127),359.5,0,0,1,5,0,5,17,29,9,1,61,29.2,51.0,47.0
204,204,경상사고,0,0,1,0,차대차 - 기타,불법유턴,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,29세,경상,승용,남,41세,상해없음,201637.08626636,457806.31464059,2021-06-26 21:00:00,5,21,POINT (957511.9999999655 1957931.9999999248),132.0,0,0,0,0,0,1,9,0,11,3,111,26.2,62.0,13.0
205,205,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,31세,부상신고,자전거,남,20세,상해없음,189915.49780429,440700.41144878,2021-06-26 22:00:00,5,22,POINT (945703.9999999534 1940894.9999999024),93.0,0,0,0,0,0,4,5,8,9,1,103,24.4,67.0,20.0
206,206,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,27세,상해없음,승용,남,63세,경상,205123.14397438,451476.37270038,2021-06-26 23:00:00,5,23,POINT (960962.9999999619 1951585.999999922),48.5,0,0,0,0,0,4,2,0,3,3,47,21.7,94.0,13.0
207,207,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,22세,상해없음,보행자,여,26세,경상,199585.54418221,448358.70854474,2021-06-27 01:00:00,6,1,POINT (955410.9999999608 1948498.9999999225),158.5,0,1,0,0,0,1,266,30,8,3,82,21.0,100.0,14.0
208,208,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,27세,중상,승용,남,37세,상해없음,210934.51810868,443184.94466166,2021-06-27 13:00:00,6,13,POINT (966727.999999964 1943266.9999999166),13.5,0,0,1,0,0,2,22,60,4,4,74,30.4,47.0,18.0
209,209,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,흐림,기타 - 기타,개인형이동수단(PM),남,24세,경상,승용,여,37세,상해없음,203998.35636198,441941.63030635,2021-06-27 22:00:00,6,22,POINT (959787.9999999552 1942060.9999999232),38.0,0,0,0,0,0,2,34,3,4,1,94,22.7,100.0,21.0
210,210,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),여,34세,상해없음,보행자,여,48세,경상,203208.31288207,443963.2325536,2021-06-28 21:00:00,0,21,POINT (959008.9999999545 1944085.9999999194),49.5,0,1,0,0,0,1,44,81,3,3,106,23.1,100.0,20.0
211,211,중상사고,0,2,0,0,차대차 - 정면충돌,중앙선침범,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,39세,중상,이륜,남,46세,중상,191263.83960507,443746.72556005,2021-06-29 23:00:00,1,23,POINT (947067.9999999537 1943932.9999999101),98.0,0,1,0,0,0,0,20,30,10,3,120,23.6,95.0,57.0
212,212,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,30세,상해없음,보행자,남,31세,경상,195102.67531605,445748.87915576,2021-06-30 11:00:00,2,11,POINT (950915.9999999547 1945913.9999999083),123.5,0,0,0,0,0,1,50,0,6,5,113,28.4,59.0,48.0
213,213,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,28세,상해없음,보행자,여,29세,중상,202529.10136892,446588.65730641,2021-06-30 18:00:00,2,18,POINT (958343.9999999653 1946713.9999999243),32.5,0,0,0,0,0,1,46,94,7,3,54,30.6,58.0,36.0
214,214,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,18세,상해없음,승용,남,58세,상해없음,192572.86454014,456625.596399,2021-06-30 21:00:00,2,21,POINT (948444.9999999624 1956799.999999912),45.0,0,1,1,16,0,1,0,96,5,2,119,26.2,68.0,41.0
215,215,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,31세,상해없음,이륜,남,28세,중상,183027.19015423,451377.82608401,2021-07-01 22:00:00,3,22,POINT (938874.9999999519 1951604.9999999087),38.0,0,0,0,0,0,2,6,12,12,7,81,27.4,69.0,41.0
216,216,부상신고사고,0,0,0,1,차량단독 - 전도전복 - 전도,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,39세,부상신고,,,,,210309.46751156,447101.19778376,2021-07-01 23:00:00,3,23,POINT (966123.9999999591 1947184.9999999271),31.5,0,2,1,4,0,2,2,9,5,3,53,25.7,89.0,41.0
217,217,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,-,맑음,단일로 - 기타,개인형이동수단(PM),남,27세,기타불명,화물,남,58세,경상,203906.92966032,445593.5849772,2021-07-02 09:00:00,4,9,POINT (959715.999999957 1945711.999999917),22.0,0,1,1,0,0,1,9,83,10,8,63,25.5,93.0,34.0
218,218,중상사고,0,1,0,1,차대차 - 기타,직진우회전진행방해,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,26세,부상신고,승용,여,61세,중상,204984.94096001,444541.89506906,2021-07-02 14:00:00,4,14,POINT (960787.9999999587 1944654.9999999173),16.5,0,1,0,0,0,1,3,150,3,4,73,32.3,46.0,25.0
219,219,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,22세,기타불명,승용,남,22세,상해없음,195898.05369745,448182.04240108,2021-07-02 23:00:00,4,23,POINT (951723.9999999622 1948341.999999914),105.5,0,1,0,0,0,3,4,33,9,3,105,26.6,63.0,14.0
220,220,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),남,24세,상해없음,보행자,남,27세,경상,207039.24230609,452352.91123656,2021-07-06 08:00:00,1,8,POINT (962882.9999999626 1952451.9999999194),35.0,0,0,0,0,0,2,1,8,6,2,85,22.4,100.0,23.0
221,221,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),여,33세,상해없음,보행자,여,36세,경상,198739.57024698,451865.57570302,2021-07-06 12:00:00,1,12,POINT (954583.9999999652 1952008.9999999197),13.5,0,0,0,0,0,8,65,1,10,13,161,28.9,56.0,27.0
222,222,경상사고,0,0,1,0,차대사람 - 기타,기타,-,맑음,기타 - 기타,개인형이동수단(PM),여,27세,기타불명,보행자,여,32세,경상,202748.62706307,444434.97708631,2021-07-06 22:00:00,1,22,POINT (958551.9999999644 1944559.9999999166),47.5,0,0,0,0,0,2,35,90,2,5,120,24.5,89.0,43.0
223,223,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,30세,중상,화물,남,54세,상해없음,186222.23885599,451969.03972573,2021-07-06 23:00:00,1,23,POINT (942071.9999999619 1952178.999999913),14.0,0,0,0,10,0,2,0,18,4,1,94,26.1,87.0,59.0
224,224,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),남,18세,상해없음,보행자,남,42세,경상,195951.45807902,449426.80631993,2021-07-07 07:00:00,2,7,POINT (951783.9999999669 1949585.9999999157),96.0,0,0,1,18,0,1,39,0,17,8,132,24.3,100.0,20.0
225,225,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,52세,경상,승용,남,28세,상해없음,187930.09189583,444591.34232523,2021-07-09 19:00:00,4,19,POINT (943739.9999999566 1944794.9999999085),165.0,0,0,0,0,0,1,32,13,14,2,88,28.6,65.0,10.0
226,226,경상사고,0,0,1,0,차대사람 - 기타,기타,-,기타,기타 - 기타,개인형이동수단(PM),남,19세,상해없음,보행자,남,26세,경상,202537.03863885,444341.81687229,2021-07-11 13:00:00,6,13,POINT (958339.9999999572 1944467.9999999222),12.0,0,0,0,0,0,1,82,6,24,4,138,26.2,100.0,35.0
227,227,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,33세,상해없음,자전거,여,50세,경상,207488.05846278,445083.40345498,2021-07-11 16:00:00,6,16,POINT (963292.9999999577 1945182.999999921),18.0,0,1,0,0,0,2,42,33,2,2,47,27.4,100.0,24.0
228,228,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,43세,중상,승용,남,49세,상해없음,203751.61437424,446017.9272489,2021-07-11 21:00:00,6,21,POINT (959562.9999999589 1946136.9999999208),28.0,0,1,1,0,0,1,9,83,10,6,55,26.4,100.0,20.0
229,229,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,41세,상해없음,보행자,남,56세,경상,212334.81603697,449258.82951203,2021-07-13 21:00:00,1,21,POINT (968159.9999999661 1949330.9999999264),36.0,0,0,0,0,0,3,10,84,6,3,86,27.9,97.0,14.0
230,230,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,25세,경상,승용,남,60세,상해없음,193511.73518508,444492.94717463,2021-07-14 11:00:00,2,11,POINT (949318.9999999554 1944666.9999999085),109.0,0,1,0,0,0,0,4,0,7,2,131,32.9,53.0,1.0
231,231,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,26세,중상,승용,남,66세,상해없음,206305.94953976,459679.91994685,2021-07-15 05:00:00,3,5,POINT (962188.9999999758 1959779.9999999267),194.5,0,1,0,5,0,2,8,1,7,1,100,29.4,70.0,4.0
232,232,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,27세,상해없음,보행자,남,38세,부상신고,209710.10628808,445994.56988734,2021-07-15 19:00:00,3,19,POINT (965518.9999999631 1946081.9999999236),629.5,0,0,0,0,0,2,65,10,3,8,71,32.5,61.0,2.0
233,233,경상사고,0,0,1,0,차대차 - 기타,불법유턴,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),여,26세,경상,승용,남,64세,상해없음,209543.70954293,446056.71086789,2021-07-16 11:00:00,4,11,POINT (965352.9999999629 1946144.999999925),6.5,0,0,0,0,0,2,65,10,3,8,69,32.1,59.0,16.0
